coefrange , typeinstance , nbvar , t1 , t2
1000000 , 3 , 50 , 0.000236769 , 0.00052495
1000000 , 3 , 50 , 0.000818476 , 0.001943816
1000000 , 3 , 100 , 0.000247911 , 0.000488356
1000000 , 3 , 100 , 0.000424623 , 0.000936038
1000000 , 3 , 100 , 0.025220807 , 0.048881711
1000000 , 3 , 100 , 0.000280498 , 0.000557349
1000000 , 3 , 100 , 0.001047717 , 0.005226941
1000000 , 3 , 200 , 0.06998356 , 0.12725333
1000000 , 3 , 200 , 0.01145802 , 0.031668168
1000000 , 3 , 200 , 0.193929235 , 0.508922162
1000000 , 3 , 200 , 1.889828293 , 5.015565322
1000000 , 3 , 200 , 0.00203086 , 0.004261363
1000000 , 4 , 50 , 5.177e-5 , 8.2054e-5
1000000 , 4 , 50 , 4.4241e-5 , 8.1194e-5
1000000 , 4 , 50 , 5.6913e-5 , 0.000124277
1000000 , 4 , 50 , 0.000768731 , 0.001926369
1000000 , 4 , 50 , 0.000624636 , 0.001521104
1000000 , 4 , 100 , 0.000115745 , 0.000243168
1000000 , 4 , 100 , 0.002486675 , 0.006205189
1000000 , 4 , 100 , 0.000582873 , 0.001408199
1000000 , 4 , 100 , 0.015666589 , 0.037374697
1000000 , 4 , 100 , 0.001440595 , 0.006334777
1000000 , 4 , 200 , 0.004968451 , 0.013015083
1000000 , 4 , 200 , 0.083131139 , 0.21123617
1000000 , 4 , 200 , 0.257185896 , 0.674487822
1000000 , 4 , 200 , 1.386901353 , 3.581904182
1000000 , 4 , 200 , 5.664135149 , 14.347312678
1000000 , 5 , 50 , 0.000101668 , 0.000232729
1000000 , 5 , 50 , 0.000346856 , 0.000785405
1000000 , 5 , 50 , 0.000371203 , 0.00087708
1000000 , 5 , 50 , 0.000497806 , 0.001020697
1000000 , 5 , 50 , 0.001340051 , 0.003440649
1000000 , 5 , 100 , 0.000144591 , 0.000238789
1000000 , 5 , 100 , 0.002692671 , 0.006920738
1000000 , 5 , 100 , 0.022342445 , 0.056791029
1000000 , 5 , 100 , 0.000817072 , 0.001817035
1000000 , 5 , 100 , 0.001055114 , 0.002488491
1000000 , 5 , 200 , 0.01928032 , 0.045101857
1000000 , 5 , 200 , 0.034296596 , 0.081108011
1000000 , 5 , 200 , 0.069699471 , 0.184537102
1000000 , 5 , 200 , 0.002256637 , 0.004602801
1000000 , 5 , 200 , 0.003037492 , 0.003459726
1000000 , 6 , 50 , 0.035375578 , 0.064917156
1000000 , 6 , 50 , 0.071711042 , 0.144575832
1000000 , 6 , 50 , 3.7214e-5 , 7.6102e-5
1000000 , 6 , 50 , 0.128442457 , 0.294899452
1000000 , 6 , 50 , 0.522144713 , 1.17869261
1000000 , 6 , 100 , 0.869856496 , 1.896715241
1000000 , 6 , 100 , 1.213211894 , 2.959233646
1000000 , 6 , 100 , 0.076836688 , 0.215908185
1000000 , 6 , 100 , 0.964312694 , 2.299327399
1000000 , 6 , 100 , 0.567356 , 1.380874736
1000000 , 6 , 200 , 0.254768579 , 0.502192451
1000000 , 6 , 200 , 0.085660407 , 0.261627454
1000000 , 6 , 200 , 1.164438589 , 2.95562938
1000000 , 6 , 200 , 0.01146995 , 0.030732654
1000000 , 6 , 200 , 0.690560809 , 1.677612962
10000000 , 1 , 50 , 0.000182408 , 0.00031629
10000000 , 1 , 50 , 0.000155581 , 0.000280496
10000000 , 1 , 50 , 6.5043e-5 , 0.000111313
10000000 , 1 , 50 , 0.000196705 , 0.00038378
10000000 , 1 , 50 , 7.1683e-5 , 0.000126866
10000000 , 1 , 100 , 0.000136786 , 0.000227648
10000000 , 1 , 100 , 0.000584763 , 0.00123374
10000000 , 1 , 100 , 0.000163032 , 0.000303444
10000000 , 1 , 100 , 0.000277608 , 0.000561292
10000000 , 1 , 100 , 0.000372883 , 0.000675094
10000000 , 1 , 200 , 0.00020988 , 0.000385518
10000000 , 1 , 200 , 0.000373388 , 0.000744197
10000000 , 1 , 200 , 0.001604403 , 0.003431
10000000 , 1 , 200 , 0.000493926 , 0.000720516
10000000 , 1 , 200 , 0.001051575 , 0.001912084
10000000 , 2 , 50 , 0.000240828 , 0.000488328
10000000 , 2 , 50 , 6.7276e-5 , 0.000128769
10000000 , 2 , 50 , 0.000160344 , 0.000373181
10000000 , 2 , 50 , 0.000234024 , 0.000514301
10000000 , 2 , 50 , 0.00025689 , 0.000526891
10000000 , 2 , 100 , 0.000819541 , 0.001854893
10000000 , 2 , 100 , 0.000560239 , 0.001355044
10000000 , 2 , 100 , 9.5278e-5 , 0.000184125
10000000 , 2 , 100 , 0.000649784 , 0.001486353
10000000 , 2 , 100 , 0.000480008 , 0.001037688
10000000 , 2 , 200 , 0.000426842 , 0.000869432
10000000 , 2 , 200 , 0.000646647 , 0.001549992
10000000 , 2 , 200 , 0.002129368 , 0.005006144
10000000 , 2 , 200 , 0.001670443 , 0.003807521
10000000 , 2 , 200 , 0.001635712 , 0.003856079
10000000 , 3 , 50 , 0.000203713 , 0.000444514
10000000 , 3 , 50 , 0.000822536 , 0.001886557
10000000 , 3 , 50 , 0.002087202 , 0.005366876
10000000 , 3 , 50 , 0.000168699 , 0.000315757
10000000 , 3 , 50 , 0.000623296 , 0.001611236
10000000 , 3 , 100 , 0.00748774 , 0.021049274
10000000 , 3 , 100 , 0.011646595 , 0.030909939
10000000 , 3 , 100 , 0.000599438 , 0.001436338
10000000 , 3 , 100 , 0.129148821 , 0.329366735
10000000 , 3 , 100 , 0.002434311 , 0.008324762
10000000 , 3 , 200 , 0.362404912 , 0.98334726
10000000 , 3 , 200 , 0.002707093 , 0.006729003
10000000 , 3 , 200 , 0.037627038 , 0.080528614
10000000 , 3 , 200 , 21.138405309 , 56.38886591
10000000 , 3 , 200 , 0.260317596 , 0.70914507
10000000 , 4 , 50 , 0.000116718 , 0.000223924
10000000 , 4 , 50 , 9.2463e-5 , 0.000212522
10000000 , 4 , 50 , 0.000127278 , 0.00033582
10000000 , 4 , 50 , 0.000987044 , 0.002432132
10000000 , 4 , 50 , 0.000655117 , 0.001550426
10000000 , 4 , 100 , 0.000168239 , 0.000362472
10000000 , 4 , 100 , 0.003353369 , 0.011522908
10000000 , 4 , 100 , 0.001265261 , 0.003224249
10000000 , 4 , 100 , 0.026628847 , 0.051960395
10000000 , 4 , 100 , 0.002174357 , 0.005103839
10000000 , 4 , 200 , 0.00403802 , 0.011495122
10000000 , 4 , 200 , 0.105593013 , 0.295482025
10000000 , 4 , 200 , 0.554964615 , 1.416677646
10000000 , 4 , 200 , 2.772737136 , 7.236229882
10000000 , 4 , 200 , 8.806285265 , 21.997071314
10000000 , 5 , 50 , 0.008216054 , 0.018605815
10000000 , 5 , 50 , 0.000298667 , 0.000597235
10000000 , 5 , 50 , 0.000672978 , 0.001624466
10000000 , 5 , 50 , 0.000506601 , 0.001108058
10000000 , 5 , 50 , 0.000260195 , 0.000530468
10000000 , 5 , 100 , 0.00098561 , 0.002293273
10000000 , 5 , 100 , 0.014196269 , 0.035064559
10000000 , 5 , 100 , 0.072270452 , 0.14392761
10000000 , 5 , 100 , 0.005185849 , 0.013051918
10000000 , 5 , 100 , 0.002850699 , 0.007518366
10000000 , 5 , 200 , 0.016452238 , 0.047810847
10000000 , 5 , 200 , 0.003543544 , 0.008575332
10000000 , 5 , 200 , 0.619584441 , 1.604293415
10000000 , 5 , 200 , 25.666195491 , 67.241239598
10000000 , 5 , 200 , 0.008837209 , 0.024795165
10000000 , 6 , 50 , 0.180533164 , 0.431221498
10000000 , 6 , 50 , 0.164899707 , 0.358351245
10000000 , 6 , 50 , 0.06574104 , 0.141875254
10000000 , 6 , 50 , 0.213732423 , 0.476599278
10000000 , 6 , 50 , 0.748732796 , 1.671489124
10000000 , 6 , 100 , 4.579861299 , 11.30888378
10000000 , 6 , 100 , 8.641407865 , 19.649061633
10000000 , 6 , 100 , 27.429195031 , 62.711771466
10000000 , 6 , 100 , 17.220317655 , 41.22387913
10000000 , 6 , 100 , 5.205875776 , 12.809421106
10000000 , 6 , 200 , 35.87578251 , 90.691699251
10000000 , 6 , 200 , 0.795857918 , 2.001015326
10000000 , 6 , 200 , 1.321990976 , 3.190344831
10000000 , 6 , 200 , 5.323748295 , 12.932132217
10000000 , 6 , 200 , 5.659330445 , 14.000288094
